units,weekInYearNum,overallWeekNum,totalCost,storeNum,productNum,isFeature,isDisplay
3,14,170,2.19,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
3,14,170,2.19,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
4,14,170,2.92,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
3,14,170,2.19,3,79,FALSE,TRUE
3,14,170,2.19,3,79,FALSE,TRUE
3,14,170,2.19,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
3,14,170,2.19,3,79,FALSE,TRUE
3,14,170,2.19,3,79,FALSE,TRUE
3,14,170,2.19,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
3,14,170,2.19,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
3,14,170,2.19,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
3,14,170,2.19,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
1,14,170,0.73,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
2,14,170,1.46,3,79,FALSE,TRUE
3,14,170,2.19,3,79,FALSE,TRUE
1,14,170,0.73,3,81,FALSE,FALSE
2,14,170,1.46,3,81,FALSE,FALSE
1,14,170,0.73,3,81,FALSE,FALSE
3,14,170,2.19,3,81,FALSE,FALSE
1,14,170,0.73,3,81,FALSE,FALSE
1,14,170,0.73,3,81,FALSE,FALSE
1,14,170,0.73,3,81,FALSE,FALSE
1,14,170,0.73,3,81,FALSE,FALSE
3,14,170,1.74,3,87,FALSE,FALSE
1,14,170,0.77,3,88,FALSE,FALSE
1,14,170,0.77,3,88,FALSE,FALSE
1,14,170,0.77,3,88,FALSE,FALSE
2,14,170,1.46,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
4,14,170,2.92,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
3,14,170,2.19,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
2,14,170,1.46,3,89,FALSE,TRUE
1,14,170,0.73,3,89,FALSE,TRUE
1,14,170,0.73,3,91,FALSE,FALSE
3,14,170,2.19,3,91,FALSE,FALSE
2,14,170,1.46,3,91,FALSE,FALSE
1,14,170,0.73,3,91,FALSE,FALSE
1,14,170,0.73,3,91,FALSE,FALSE
1,14,170,0.73,3,91,FALSE,FALSE
1,14,170,0.73,3,91,FALSE,FALSE
2,14,170,1.46,3,91,FALSE,FALSE
6,14,170,4.38,3,91,FALSE,FALSE
1,14,170,0.73,3,91,FALSE,FALSE
1,14,170,0.73,3,91,FALSE,FALSE
1,14,170,0.73,3,91,FALSE,FALSE
1,14,170,0.73,3,91,FALSE,FALSE
1,14,170,0.73,3,91,FALSE,FALSE
2,14,170,1.54,3,97,FALSE,FALSE
1,14,170,0.77,3,102,FALSE,FALSE
1,14,170,0.77,3,102,FALSE,FALSE
1,14,170,0.71,3,103,FALSE,FALSE
3,14,170,2.25,4,9,TRUE,FALSE
1,14,170,0.75,4,9,TRUE,FALSE
4,14,170,3,4,10,TRUE,FALSE
1,14,170,0.75,4,10,TRUE,FALSE
1,14,170,0.75,4,11,TRUE,FALSE
4,14,170,3,4,11,TRUE,FALSE
2,14,170,2.38,4,14,TRUE,FALSE
1,14,170,1.19,4,21,FALSE,FALSE
1,14,170,0.89,4,76,FALSE,FALSE
1,14,170,0.79,4,81,FALSE,FALSE
2,14,170,1.18,4,89,FALSE,FALSE
1,14,170,1.09,5,10,FALSE,FALSE
1,14,170,1.09,5,11,FALSE,FALSE
1,14,170,1.09,5,11,FALSE,FALSE
2,14,170,2.38,5,18,FALSE,FALSE
1,14,170,1.19,5,18,FALSE,FALSE
2,14,170,1.98,5,19,TRUE,FALSE
1,14,170,1.19,5,62,FALSE,FALSE
2,14,170,1.78,5,78,FALSE,FALSE
2,14,170,1.78,5,79,FALSE,FALSE
2,14,170,1.2,5,87,TRUE,FALSE
2,14,170,1.2,5,87,TRUE,FALSE
2,14,170,1.2,5,87,TRUE,FALSE
1,14,170,0.85,5,89,FALSE,FALSE
4,14,170,3.4,5,89,FALSE,FALSE
2,14,170,1,5,99,FALSE,FALSE
3,14,170,1.5,5,99,FALSE,FALSE
4,14,170,2,5,99,FALSE,FALSE
2,14,170,2.18,7,9,FALSE,FALSE
2,14,170,2.18,7,10,FALSE,FALSE
2,14,170,2.18,7,11,FALSE,FALSE
2,14,170,2.18,7,11,FALSE,FALSE
1,14,170,0.5,7,81,FALSE,FALSE
2,14,170,1,7,81,FALSE,FALSE
1,14,170,0.83,7,81,FALSE,FALSE
2,14,170,1.66,7,81,FALSE,FALSE
2,14,170,1,7,81,FALSE,FALSE
1,14,170,0.5,7,81,FALSE,FALSE
2,14,170,1,7,81,FALSE,FALSE
2,14,170,1,7,87,FALSE,TRUE
1,14,170,0.5,7,87,FALSE,TRUE
4,14,170,2,7,87,FALSE,TRUE
2,14,170,1,7,87,FALSE,TRUE
2,14,170,1.58,7,88,FALSE,FALSE
1,14,170,0.79,7,88,FALSE,FALSE
2,14,170,1,7,89,FALSE,FALSE
2,14,170,1,7,89,FALSE,FALSE
2,14,170,1.66,7,89,FALSE,FALSE
1,14,170,0.83,7,89,FALSE,FALSE
2,14,170,1,7,89,FALSE,FALSE
4,14,170,2,7,89,FALSE,FALSE
1,14,170,0.5,7,91,FALSE,FALSE
1,14,170,0.5,7,91,FALSE,FALSE
2,14,170,1,7,91,FALSE,FALSE
2,14,170,1,7,99,FALSE,TRUE
1,14,170,0.79,7,103,FALSE,FALSE
1,14,170,1.89,8,69,FALSE,FALSE
1,14,170,0.69,8,99,FALSE,FALSE
2,14,170,2.3,9,9,FALSE,FALSE
1,14,170,1.15,9,9,FALSE,FALSE
1,14,170,1.15,9,10,FALSE,FALSE
2,14,170,2.3,9,11,FALSE,FALSE
2,14,170,2.3,9,11,FALSE,FALSE
1,14,170,1.15,9,11,FALSE,FALSE
1,14,170,1.15,9,11,FALSE,FALSE
1,14,170,1.15,9,14,FALSE,FALSE
3,14,170,1.98,9,79,TRUE,FALSE
1,14,170,0.66,9,79,TRUE,FALSE
2,14,170,1.32,9,79,TRUE,FALSE
3,14,170,1.98,9,79,TRUE,FALSE
1,14,170,0.66,9,79,TRUE,FALSE
3,14,170,1.98,9,79,TRUE,FALSE
2,14,170,1.32,9,79,TRUE,FALSE
1,14,170,0.66,9,79,TRUE,FALSE
2,14,170,1.32,9,79,TRUE,FALSE
5,14,170,3.3,9,79,TRUE,FALSE
6,14,170,3.96,9,79,TRUE,FALSE
1,14,170,0.66,9,81,TRUE,FALSE
3,14,170,1.98,9,89,TRUE,FALSE
1,14,170,0.66,9,89,TRUE,FALSE
2,14,170,1.32,9,89,TRUE,FALSE
2,14,170,1.32,9,89,TRUE,FALSE
1,14,170,0.66,9,89,TRUE,FALSE
1,14,170,0.66,9,89,TRUE,FALSE
1,14,170,0.66,9,89,TRUE,FALSE
1,14,170,0.66,9,90,TRUE,FALSE
3,14,170,1.98,9,90,TRUE,FALSE
3,14,170,1.98,9,90,TRUE,FALSE
3,14,170,1.98,9,90,TRUE,FALSE
1,14,170,0.66,9,90,TRUE,FALSE
1,14,170,0.66,9,90,TRUE,FALSE
3,14,170,1.98,9,91,TRUE,FALSE
1,14,170,0.66,9,91,TRUE,FALSE
1,14,170,0.66,9,91,TRUE,FALSE
1,14,170,0.59,9,99,FALSE,FALSE
1,14,170,0.59,9,99,FALSE,FALSE
1,14,170,0.69,9,104,FALSE,FALSE
1,14,170,0.75,12,9,TRUE,FALSE
2,14,170,1.5,12,9,TRUE,FALSE
4,14,170,3,12,9,TRUE,FALSE
2,14,170,1.5,12,9,TRUE,FALSE
4,14,170,3,12,9,TRUE,FALSE
1,14,170,0.75,12,10,TRUE,FALSE
2,14,170,1.5,12,10,TRUE,FALSE
1,14,170,0.75,12,10,TRUE,FALSE
4,14,170,3,12,11,TRUE,FALSE
1,14,170,1.19,12,14,TRUE,FALSE
1,14,170,1.19,12,14,TRUE,FALSE
2,14,170,2.38,12,14,TRUE,FALSE
1,14,170,1.19,12,14,TRUE,FALSE
2,14,170,2.38,12,14,TRUE,FALSE
1,14,170,1.19,12,14,TRUE,FALSE
6,14,170,7.14,12,14,TRUE,FALSE
3,14,170,3.57,12,15,TRUE,FALSE
3,14,170,3.57,12,15,TRUE,FALSE
1,14,170,1.19,12,15,TRUE,FALSE
1,14,170,1.19,12,18,FALSE,FALSE
1,14,170,1.19,12,62,FALSE,FALSE
1,14,170,1.69,12,71,FALSE,FALSE
1,14,170,1.69,12,71,FALSE,FALSE
1,14,170,1.69,12,71,FALSE,FALSE
1,14,170,0.79,12,79,FALSE,FALSE
2,14,170,1.58,12,79,FALSE,FALSE
1,14,170,0.59,12,79,FALSE,FALSE
1,14,170,0.79,12,79,FALSE,FALSE
1,14,170,0.79,12,79,FALSE,FALSE
2,14,170,1.58,12,79,FALSE,FALSE
2,14,170,1.58,12,81,FALSE,FALSE
1,14,170,0.79,12,81,FALSE,FALSE
1,14,170,0.79,12,81,FALSE,FALSE
1,14,170,0.89,12,85,FALSE,FALSE
1,14,170,0.89,12,85,FALSE,FALSE
2,14,170,0.88,12,87,FALSE,FALSE
4,14,170,2.36,12,89,FALSE,FALSE
1,14,170,0.79,12,89,FALSE,FALSE
1,14,170,0.79,12,89,FALSE,FALSE
1,14,170,0.79,12,89,FALSE,FALSE
2,14,170,1.58,12,89,FALSE,FALSE
1,14,170,0.59,12,89,FALSE,FALSE
1,14,170,0.44,12,99,FALSE,FALSE
2,14,170,0.98,12,99,FALSE,FALSE
1,14,170,0.49,12,99,FALSE,FALSE
1,14,170,0.49,12,99,FALSE,FALSE
2,14,170,1.96,13,5,FALSE,FALSE
1,14,170,0.98,13,9,FALSE,FALSE
1,14,170,0.98,13,9,FALSE,FALSE
1,14,170,0.98,13,9,FALSE,FALSE
2,14,170,1.96,13,9,FALSE,FALSE
2,14,170,1.96,13,9,FALSE,FALSE
1,14,170,0.98,13,9,FALSE,FALSE
2,14,170,1.96,13,9,FALSE,FALSE
1,14,170,0.98,13,9,FALSE,FALSE
2,14,170,1.96,13,9,FALSE,FALSE
1,14,170,0.98,13,9,FALSE,FALSE
2,14,170,1.96,13,9,FALSE,FALSE
1,14,170,0.98,13,9,FALSE,FALSE
2,14,170,1.96,13,9,FALSE,FALSE
2,14,170,1.96,13,9,FALSE,FALSE
1,14,170,0.98,13,10,FALSE,FALSE
1,14,170,0.98,13,10,FALSE,FALSE
2,14,170,1.96,13,10,FALSE,FALSE
1,14,170,0.98,13,10,FALSE,FALSE
2,14,170,1.96,13,11,FALSE,FALSE
2,14,170,1.96,13,11,FALSE,FALSE
1,14,170,0.98,13,11,FALSE,FALSE
1,14,170,0.98,13,11,FALSE,FALSE
1,14,170,0.98,13,11,FALSE,FALSE
1,14,170,0.98,13,11,FALSE,FALSE
1,14,170,0.98,13,11,FALSE,FALSE
1,14,170,0.98,13,11,FALSE,FALSE
1,14,170,0.98,13,11,FALSE,FALSE
2,14,170,1.96,13,11,FALSE,FALSE
3,14,170,2.94,13,11,FALSE,FALSE
1,14,170,0.98,13,11,FALSE,FALSE
2,14,170,1.96,13,11,FALSE,FALSE
1,14,170,0.98,13,11,FALSE,FALSE
1,14,170,0.98,13,11,FALSE,FALSE
1,14,170,0.98,13,11,FALSE,FALSE
3,14,170,3.15,13,13,FALSE,FALSE
1,14,170,0.98,13,14,FALSE,FALSE
2,14,170,1.96,13,14,FALSE,FALSE
2,14,170,1.96,13,14,FALSE,FALSE
2,14,170,1.96,13,14,FALSE,FALSE
1,14,170,0.98,13,14,FALSE,FALSE
2,14,170,1.04,13,42,FALSE,FALSE
1,14,170,0.98,13,62,FALSE,FALSE
1,14,170,0.73,13,78,FALSE,FALSE
2,14,170,1.46,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
2,14,170,1.46,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
3,14,170,2.19,13,79,FALSE,FALSE
3,14,170,2.19,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
6,14,170,4.38,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
3,14,170,2.19,13,79,FALSE,FALSE
2,14,170,1.46,13,79,FALSE,FALSE
3,14,170,2.19,13,79,FALSE,FALSE
3,14,170,2.19,13,79,FALSE,FALSE
3,14,170,2.19,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
2,14,170,1.46,13,79,FALSE,FALSE
3,14,170,2.19,13,79,FALSE,FALSE
2,14,170,1.46,13,79,FALSE,FALSE
2,14,170,1.46,13,79,FALSE,FALSE
4,14,170,2.92,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
3,14,170,2.19,13,79,FALSE,FALSE
1,14,170,0.73,13,79,FALSE,FALSE
6,14,170,4.38,13,79,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
2,14,170,1.46,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
2,14,170,1.46,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
2,14,170,1.46,13,81,FALSE,FALSE
3,14,170,2.19,13,81,FALSE,FALSE
2,14,170,1.46,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
2,14,170,1.46,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
2,14,170,1.46,13,81,FALSE,FALSE
1,14,170,0.73,13,81,FALSE,FALSE
3,14,170,2.19,13,81,FALSE,FALSE
3,14,170,2.19,13,81,FALSE,FALSE
3,14,170,1.74,13,87,FALSE,FALSE
2,14,170,1.16,13,87,FALSE,FALSE
1,14,170,0.58,13,87,FALSE,FALSE
1,14,170,0.77,13,88,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
1,14,170,0.73,13,89,FALSE,FALSE
3,14,170,2.19,13,89,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
2,14,170,1.46,13,89,FALSE,FALSE
2,14,170,1.46,13,91,FALSE,FALSE
3,14,170,2.19,13,91,FALSE,FALSE
3,14,170,2.19,13,91,FALSE,FALSE
2,14,170,1.46,13,91,FALSE,FALSE
1,14,170,0.73,13,91,FALSE,FALSE
1,14,170,0.73,13,91,FALSE,FALSE
1,14,170,0.77,13,97,FALSE,FALSE
2,14,170,1.54,13,97,FALSE,FALSE
2,14,170,0.96,13,99,FALSE,FALSE
2,14,170,0.96,13,99,FALSE,FALSE
1,14,170,0.77,13,102,FALSE,FALSE
2,15,171,1.58,14,9,FALSE,FALSE
1,15,171,0.84,14,10,FALSE,FALSE
2,15,171,1.58,14,11,FALSE,FALSE
1,15,171,0.79,14,11,FALSE,FALSE
1,15,171,0.99,14,18,FALSE,FALSE
1,15,171,0.79,14,76,FALSE,FALSE
2,15,171,1.42,14,79,FALSE,FALSE
2,15,171,1.42,14,79,FALSE,FALSE
2,15,171,1.42,14,79,FALSE,FALSE
2,15,171,1.42,14,79,FALSE,FALSE
2,15,171,1.42,14,79,FALSE,FALSE
1,15,171,0.71,14,81,FALSE,FALSE
2,15,171,1.42,14,81,FALSE,FALSE
2,15,171,1.02,14,87,FALSE,FALSE
1,15,171,0.51,14,87,FALSE,FALSE
1,15,171,0.51,14,87,FALSE,FALSE
2,15,171,1.02,14,87,FALSE,FALSE
2,15,171,1.02,14,87,FALSE,FALSE
2,15,171,1.34,14,89,FALSE,FALSE
2,15,171,1.34,14,89,FALSE,FALSE
2,15,171,1.34,14,89,FALSE,FALSE
2,15,171,1.34,14,89,FALSE,FALSE
3,15,171,2.01,14,89,FALSE,FALSE
2,15,171,0.96,14,99,FALSE,FALSE
2,15,171,0.96,14,99,FALSE,FALSE
1,15,171,0.48,14,99,FALSE,FALSE
2,15,171,0.96,14,99,FALSE,FALSE
1,15,171,0.81,14,101,FALSE,FALSE
1,15,171,1.1,2,62,FALSE,FALSE
4,15,171,1,2,99,TRUE,TRUE
4,15,171,1,2,99,TRUE,TRUE
1,15,171,0.25,2,99,TRUE,TRUE
2,15,171,0.5,2,99,TRUE,TRUE
4,15,171,1,2,99,TRUE,TRUE
4,15,171,1,2,99,TRUE,TRUE
2,15,171,0.5,2,99,TRUE,TRUE
4,15,171,1,2,99,TRUE,TRUE
1,15,171,0.98,3,5,FALSE,FALSE
2,15,171,1.96,3,9,FALSE,FALSE
1,15,171,0.98,3,9,FALSE,FALSE
1,15,171,0.98,3,9,FALSE,FALSE
5,15,171,4.9,3,9,FALSE,FALSE
1,15,171,0.98,3,9,FALSE,FALSE
1,15,171,0.98,3,10,FALSE,FALSE
1,15,171,0.98,3,11,FALSE,FALSE
1,15,171,0.98,3,11,FALSE,FALSE
2,15,171,1.96,3,11,FALSE,FALSE
2,15,171,1.96,3,11,FALSE,FALSE
1,15,171,0.98,3,14,FALSE,FALSE
2,15,171,1.98,3,15,FALSE,FALSE
4,15,171,3.96,3,15,FALSE,FALSE
1,15,171,0.98,3,62,FALSE,FALSE
2,15,171,1.96,3,66,FALSE,FALSE
2,15,171,1.32,3,78,FALSE,TRUE
1,15,171,0.66,3,78,FALSE,TRUE
1,15,171,0.66,3,78,FALSE,TRUE
1,15,171,0.66,3,78,FALSE,TRUE
1,15,171,0.73,3,79,FALSE,FALSE
3,15,171,2.19,3,79,FALSE,FALSE
1,15,171,0.73,3,79,FALSE,FALSE
2,15,171,1.46,3,79,FALSE,FALSE
2,15,171,1.46,3,79,FALSE,FALSE
2,15,171,1.46,3,79,FALSE,FALSE
1,15,171,0.73,3,79,FALSE,FALSE
3,15,171,2.19,3,79,FALSE,FALSE
3,15,171,2.19,3,79,FALSE,FALSE
2,15,171,1.46,3,79,FALSE,FALSE
1,15,171,0.73,3,79,FALSE,FALSE
3,15,171,2.19,3,79,FALSE,FALSE
3,15,171,2.19,3,79,FALSE,FALSE
3,15,171,2.19,3,81,FALSE,FALSE
2,15,171,1.16,3,87,FALSE,FALSE
2,15,171,1.16,3,87,FALSE,FALSE
1,15,171,0.77,3,88,FALSE,FALSE
1,15,171,0.77,3,88,FALSE,FALSE
3,15,171,1.98,3,89,FALSE,TRUE
1,15,171,0.66,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
2,15,171,1.32,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
1,15,171,0.66,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
1,15,171,0.66,3,89,FALSE,TRUE
1,15,171,0.66,3,89,FALSE,TRUE
1,15,171,0.66,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
1,15,171,0.66,3,89,FALSE,TRUE
1,15,171,0.66,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
2,15,171,1.32,3,89,FALSE,TRUE
1,15,171,0.66,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
1,15,171,0.66,3,89,FALSE,TRUE
1,15,171,0.66,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
2,15,171,1.32,3,89,FALSE,TRUE
2,15,171,1.32,3,89,FALSE,TRUE
3,15,171,1.98,3,89,FALSE,TRUE
2,15,171,1.32,3,89,FALSE,TRUE
2,15,171,1.32,3,89,FALSE,TRUE
2,15,171,1.32,3,89,FALSE,TRUE
3,15,171,1.98,3,91,FALSE,TRUE
2,15,171,1.32,3,91,FALSE,TRUE
2,15,171,1.32,3,91,FALSE,TRUE
1,15,171,0.66,3,91,FALSE,TRUE
1,15,171,0.66,3,91,FALSE,TRUE
1,15,171,0.66,3,91,FALSE,TRUE
1,15,171,0.77,3,97,FALSE,FALSE
1,15,171,0.77,3,97,FALSE,FALSE
3,15,171,2.31,3,97,FALSE,FALSE
1,15,171,0.48,3,99,FALSE,FALSE
1,15,171,0.48,3,99,FALSE,FALSE
1,15,171,0.77,3,102,FALSE,FALSE
1,15,171,0.71,3,103,FALSE,FALSE
2,15,171,2.38,4,11,FALSE,FALSE
1,15,171,0.89,4,84,FALSE,FALSE
1,15,171,0.79,4,89,FALSE,FALSE
1,15,171,0.79,4,89,FALSE,FALSE
1,15,171,0.59,4,89,FALSE,FALSE
2,15,171,2.18,5,11,FALSE,FALSE
1,15,171,1.09,5,14,FALSE,FALSE
1,15,171,1.09,5,14,FALSE,FALSE
1,15,171,1.09,5,15,FALSE,FALSE
1,15,171,1.09,5,15,FALSE,FALSE
3,15,171,3.57,5,21,FALSE,FALSE
3,15,171,3.57,5,62,FALSE,FALSE
2,15,171,1.78,5,79,FALSE,FALSE
1,15,171,0.89,5,81,FALSE,FALSE
1,15,171,0.89,5,81,FALSE,FALSE
2,15,171,1.38,5,87,FALSE,FALSE
1,15,171,0.85,5,89,FALSE,FALSE
1,15,171,0.75,5,103,TRUE,FALSE
4,15,171,3,5,104,TRUE,FALSE
1,15,171,0.75,5,104,TRUE,FALSE
5,15,171,5.45,7,9,FALSE,FALSE
2,15,171,1.66,7,79,FALSE,FALSE
3,15,171,2.49,7,79,FALSE,FALSE
2,15,171,1.66,7,79,FALSE,FALSE
1,15,171,0.5,7,81,FALSE,FALSE
2,15,171,1,7,87,FALSE,TRUE
4,15,171,2.04,7,89,FALSE,FALSE
2,15,171,1.02,7,89,FALSE,FALSE
